data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2023-10-31 01:58:47.327180;3070;SUDESTE TRANSPORTES COLETIVOS LTDA;IQB7389;M. BENZ;O-500M                                            ;2009-09-08;2009.0;DIESEL
2023-10-31 01:58:47.327180;2389;VIACAO BELEM NOVO LTDA;ITF7660;M. BENZ;OF 1722                                           ;2012-06-28;2011.0;DIESEL
2023-10-31 01:58:47.327180;1093;TRANSPORTES COLETIVOS TREVO LTDA;ISM8195;M. BENZ;OF 1722                                           ;2011-11-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;6806;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUA8224;M. BENZ;O500MA                                            ;2013-02-19;2012.0;DIESEL
2023-10-31 01:58:47.327180;4314;VIACAO ESTORIL LTDA;IQB9039;M. BENZ;O-500M                                            ;2009-09-02;2009.0;DIESEL
2023-10-31 01:58:47.327180;6498;NORTRAN TRANSPORTES COLETIVOS LTDA;IRB9638;M. BENZ;OF 1722M                                          ;2010-09-02;2010.0;DIESEL
2023-10-31 01:58:47.327180;3330;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC2034;M. BENZ;O-500M                                            ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;6611;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2055;M. BENZ;OF1724                                            ;2018-10-29;2018.0;DIESEL
2023-10-31 01:58:47.327180;6772;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2067;M. BENZ;OF 1721                                           ;2018-10-29;2018.0;DIESEL
2023-10-31 01:58:47.327180;6419;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0E53;M. BENZ;OF 1721L;2019-06-27;2019.0;DIESEL
2023-10-31 01:58:47.327180;6421;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0F15;M. BENZ;OF 1721L;2019-10-16;2019.0;DIESEL
2023-10-31 01:58:47.327180;22;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I22;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;5;COMPANHIA CARRIS PORTO ALEGRENSE;JAD0B87;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;90;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B64;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;58;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8C13;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;73;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8J23;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;3357;SUDESTE TRANSPORTES COLETIVOS LTDA;JBS6G25;M. BENZ;OF 1721L;2022-10-19;2022.0;DIESEL
2023-10-31 01:58:47.327180;4405;VIACAO ALTO PETROPOLIS LTDA;JBS4F94;M. BENZ;OF 1721                                           ;2022-08-31;2022.0;DIESEL
2023-10-31 01:58:47.327180;4839;AUTO VIACAO PRESIDENTE VARGAS LTDA;JBU1A27;M. BENZ;OF1519;2023-01-26;2022.0;DIESEL
2023-10-31 01:58:47.327180;1163;TRANSPORTES COLETIVOS TREVO LTDA;IXC0890;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6627;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0914;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6412;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0934;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;1029;TRANSPORTES COLETIVOS TREVO LTDA;IXC0938;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;1110;TRANSPORTES COLETIVOS TREVO LTDA;IXC0J43;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;701;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5I02;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;696;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5824;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;695;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5859;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;2491;RESTINGA TRANSPORTES COLETIVOS LTDA;ISA6031;M. BENZ;O500MA                                            ;2011-06-28;2010.0;DIESEL
2023-10-31 01:58:47.327180;2493;RESTINGA TRANSPORTES COLETIVOS LTDA;ISA6A35;M. BENZ;O500MA                                            ;2011-06-28;2010.0;DIESEL
2023-10-31 01:58:47.327180;3091;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6495;M. BENZ;O-500M                                            ;2010-08-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;6564;NORTRAN TRANSPORTES COLETIVOS LTDA;IUL9520;M. BENZ;O500MA                                            ;2013-06-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;6625;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0906;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6629;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0918;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;1057;TRANSPORTES COLETIVOS TREVO LTDA;IXC0929;VW                                       ;17230                                             ;2015-12-28;2015.0;DIESEL
2023-10-31 01:58:47.327180;3331;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1028;M. BENZ;O500 U                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3335;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1040;M. BENZ;O500 U                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;4847;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1592;M. BENZ;OF 1721                                           ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;6631;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1598;M. BENZ;OF 1721                                           ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;6802;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISX6320;M. BENZ;OF 1722                                           ;2012-03-23;2011.0;DIESEL
2023-10-31 01:58:47.327180;867;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6713;VOLVO                                             ;B290R                                             ;2015-02-14;2014.0;DIESEL
2023-10-31 01:58:47.327180;2013;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQU6931;M. BENZ;O-500M                                            ;2010-05-25;2010.0;DIESEL
2023-10-31 01:58:47.327180;3073;SUDESTE TRANSPORTES COLETIVOS LTDA;IQB7284;M. BENZ;O-500M                                            ;2009-09-02;2009.0;DIESEL
2023-10-31 01:58:47.327180;861;COMPANHIA CARRIS PORTO ALEGRENSE;IWH8048;VOLVO                                             ;B290R                                             ;2015-01-31;2014.0;DIESEL
2023-10-31 01:58:47.327180;6514;NORTRAN TRANSPORTES COLETIVOS LTDA;IQZ8075;M. BENZ;O-500M                                            ;2010-08-10;2010.0;DIESEL
2023-10-31 01:58:47.327180;4480;VIACAO ALTO PETROPOLIS LTDA;IRM8151;M. BENZ;OF 1722M                                          ;2011-01-11;2010.0;DIESEL
2023-10-31 01:58:47.327180;852;COMPANHIA CARRIS PORTO ALEGRENSE;IWH8237;VOLVO                                             ;B290R                                             ;2015-01-31;2014.0;DIESEL
2023-10-31 01:58:47.327180;4455;VIACAO ALTO PETROPOLIS LTDA;IRA9086;M. BENZ;O-500M                                            ;2010-08-20;2010.0;DIESEL
2023-10-31 01:58:47.327180;4012;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IPL9641;M. BENZ;OF 1722M                                          ;2009-01-21;2008.0;DIESEL
2023-10-31 01:58:47.327180;6467;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0802;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;809;COMPANHIA CARRIS PORTO ALEGRENSE;ITX4384;VOLVO                                             ;B340M                                             ;2012-12-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;6108;AUTO VIACAO NAVEGANTES LTDA;ISL4485;M. BENZ;OF 1722                                           ;2011-11-08;2011.0;DIESEL
2023-10-31 01:58:47.327180;6116;AUTO VIACAO NAVEGANTES LTDA;ISL4506;M. BENZ;OF 1722                                           ;2011-11-08;2011.0;DIESEL
2023-10-31 01:58:47.327180;6101;AUTO VIACAO NAVEGANTES LTDA;ISL4516;M. BENZ;OF 1722                                           ;2011-11-08;2011.0;DIESEL
2023-10-31 01:58:47.327180;4473;VIACAO ALTO PETROPOLIS LTDA;IRQ4903;M. BENZ;O-500M                                            ;2011-03-02;2010.0;DIESEL
2023-10-31 01:58:47.327180;1014;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5355;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;1026;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5431;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;690;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5860;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;6743;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL6140;M. BENZ;O-500M                                            ;2013-06-25;2012.0;DIESEL
2023-10-31 01:58:47.327180;726;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3J09;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;784;COMPANHIA CARRIS PORTO ALEGRENSE;ISX5423;M. BENZ;O-500M                                            ;2012-03-21;2011.0;DIESEL
2023-10-31 01:58:47.327180;1027;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5436;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;1022;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5438;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;1036;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5443;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;2060;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRM5740;M. BENZ;OF 1722M                                          ;2010-12-29;2010.0;DIESEL
2023-10-31 01:58:47.327180;698;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5785;VOLVO                                             ;B7R                                               ;2009-09-25;2009.0;DIESEL
2023-10-31 01:58:47.327180;670;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5I25;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;4485;VIACAO ALTO PETROPOLIS LTDA;IPG5826;M. BENZ;O-500M                                            ;2008-10-29;2008.0;DIESEL
2023-10-31 01:58:47.327180;2492;RESTINGA TRANSPORTES COLETIVOS LTDA;ISA6026;M. BENZ;O500MA                                            ;2011-05-24;2010.0;DIESEL
2023-10-31 01:58:47.327180;3106;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6527;VW                                       ;17230                                             ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;828;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6745;VOLVO                                             ;B340M                                             ;2015-02-14;2014.0;DIESEL
2023-10-31 01:58:47.327180;6428;NORTRAN TRANSPORTES COLETIVOS LTDA;ISJ6891;M. BENZ;OF 1722                                           ;2011-10-18;2011.0;DIESEL
2023-10-31 01:58:47.327180;824;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6827;VOLVO                                             ;B340MA                                            ;2015-02-14;2014.0;DIESEL
2023-10-31 01:58:47.327180;4470;VIACAO ALTO PETROPOLIS LTDA;IRQ4902;M. BENZ;O 500                                             ;2011-02-25;2010.0;DIESEL
2023-10-31 01:58:47.327180;833;COMPANHIA CARRIS PORTO ALEGRENSE;IWK5058;VOLVO                                             ;B340MA                                            ;2015-03-20;2014.0;DIESEL
2023-10-31 01:58:47.327180;2347;VIACAO BELEM NOVO LTDA;ITI5228;M. BENZ;OF 1722                                           ;2011-12-31;2011.0;DIESEL
2023-10-31 01:58:47.327180;3135;SUDESTE TRANSPORTES COLETIVOS LTDA;ITW5266;M. BENZ;O500MA                                            ;2012-12-21;2012.0;DIESEL
2023-10-31 01:58:47.327180;673;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5I40;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;4494;VIACAO ALTO PETROPOLIS LTDA;ITT6135;M. BENZ;O-500M                                            ;2012-11-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;3081;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6483;M. BENZ;O-500M                                            ;2010-08-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;3121;SUDESTE TRANSPORTES COLETIVOS LTDA;IUB3969;VW                                       ;17230                                             ;2013-02-27;2012.0;DIESEL
2023-10-31 01:58:47.327180;800;COMPANHIA CARRIS PORTO ALEGRENSE;ISW3987;M. BENZ;O500MA                                            ;2010-12-31;2010.0;DIESEL
2023-10-31 01:58:47.327180;1096;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5409;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;2388;VIACAO BELEM NOVO LTDA;ITI6B27;M. BENZ;OF 1722                                           ;2011-12-31;2011.0;DIESEL
2023-10-31 01:58:47.327180;2067;AUTO VIACAO PRESIDENTE VARGAS LTDA;ITT6140;M. BENZ;OF 1721                                           ;2012-11-24;2012.0;DIESEL
2023-10-31 01:58:47.327180;830;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6731;VOLVO                                             ;B340MA                                            ;2015-02-14;2014.0;DIESEL
2023-10-31 01:58:47.327180;3116;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6865;M. BENZ;O-500M                                            ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;3117;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6886;M. BENZ;O-500M                                            ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;1068;TRANSPORTES COLETIVOS TREVO LTDA;ITE6890;M. BENZ;O500MA                                            ;2012-06-19;2010.0;DIESEL
2023-10-31 01:58:47.327180;6490;NORTRAN TRANSPORTES COLETIVOS LTDA;IUP7053;M. BENZ;OF 1721                                           ;2013-08-15;2013.0;DIESEL
2023-10-31 01:58:47.327180;860;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6768;VOLVO                                             ;B290R                                             ;2015-02-14;2014.0;DIESEL
2023-10-31 01:58:47.327180;1016;TRANSPORTES COLETIVOS TREVO LTDA;IRL7271;M. BENZ;OF 1722M                                          ;2010-12-21;2010.0;DIESEL
2023-10-31 01:58:47.327180;4434;VIACAO ALTO PETROPOLIS LTDA;IQY7318;M. BENZ;O-500M                                            ;2010-07-23;2010.0;DIESEL
2023-10-31 01:58:47.327180;4478;VIACAO ALTO PETROPOLIS LTDA;IQY7372;M. BENZ;O-500M                                            ;2010-07-23;2010.0;DIESEL
2023-10-31 01:58:47.327180;686;COMPANHIA CARRIS PORTO ALEGRENSE;IQD7488;VOLVO                                             ;B7R                                               ;2009-09-25;2009.0;DIESEL
2023-10-31 01:58:47.327180;3071;SUDESTE TRANSPORTES COLETIVOS LTDA;IQB7931;M. BENZ;O-500M                                            ;2009-09-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;6464;NORTRAN TRANSPORTES COLETIVOS LTDA;IRY8537;M. BENZ;OF 1722M                                          ;2011-06-09;2011.0;DIESEL
2023-10-31 01:58:47.327180;2054;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQU8816;M. BENZ;O-500M                                            ;2010-05-25;2010.0;DIESEL
2023-10-31 01:58:47.327180;2415;RESTINGA TRANSPORTES COLETIVOS LTDA;ISP9C10;M. BENZ;O500MA                                            ;2011-12-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;2434;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC1927;VW                                       ;17230                                             ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;4334;VIACAO ESTORIL LTDA;IXC3155;M. BENZ;OF 1721                                           ;2016-02-18;2015.0;DIESEL
2023-10-31 01:58:47.327180;6616;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2057;M. BENZ;OF 1721                                           ;2018-10-29;2018.0;DIESEL
2023-10-31 01:58:47.327180;6662;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2F32;M. BENZ;OF 1721L;2019-10-02;2019.0;DIESEL
2023-10-31 01:58:47.327180;6535;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0E37;M. BENZ;OF 1721L;2019-10-16;2019.0;DIESEL
2023-10-31 01:58:47.327180;6536;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0E22;M. BENZ;OF 1721L;2019-10-16;2019.0;DIESEL
2023-10-31 01:58:47.327180;24;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I61;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;64;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D39;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;98;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B44;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;2473;RESTINGA TRANSPORTES COLETIVOS LTDA;JBQ5E34;VW                                       ;17230                                             ;2022-08-18;2022.0;DIESEL
2023-10-31 01:58:47.327180;2103;VIACAO TERESOPOLIS CAVALHADA LTDA;JBS5A63;M. BENZ;OF 1721                                           ;2022-08-19;2022.0;DIESEL
2023-10-31 01:58:47.327180;6726;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBT8D92;M. BENZ;OF 1721L;2023-01-18;2022.0;DIESEL
2023-10-31 01:58:47.327180;2147;VIACAO TERESOPOLIS CAVALHADA LTDA;JBU7A60;M. BENZ;OF 1721                                           ;2023-02-13;2022.0;DIESEL
2023-10-31 01:58:47.327180;6624;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0921;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6612;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1161;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6144;AUTO VIACAO NAVEGANTES LTDA;IXC1710;VOLVO                                             ;B340MA                                            ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;2435;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC1932;M. BENZ;17230                                             ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;1216;TRANSPORTES COLETIVOS TREVO LTDA;IXC1940;M. BENZ;O-500M                                            ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;1172;TRANSPORTES COLETIVOS TREVO LTDA;IXC1986;M. BENZ;O-500M                                            ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;6768;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC2710;M. BENZ;O500MA                                            ;2016-02-17;2015.0;DIESEL
2023-10-31 01:58:47.327180;1114;TRANSPORTES COLETIVOS TREVO LTDA;IXB9B38;M. BENZ;O500MA                                            ;2016-02-10;2015.0;DIESEL
2023-10-31 01:58:47.327180;6500;NORTRAN TRANSPORTES COLETIVOS LTDA;IRB6984;M. BENZ;OF 1722M                                          ;2010-09-03;2010.0;DIESEL
2023-10-31 01:58:47.327180;4430;VIACAO ALTO PETROPOLIS LTDA;IQY7368;M. BENZ;O-500M                                            ;2010-07-23;2010.0;DIESEL
2023-10-31 01:58:47.327180;2392;VIACAO BELEM NOVO LTDA;ITF7652;M. BENZ;OF 1722                                           ;2012-06-28;2011.0;DIESEL
2023-10-31 01:58:47.327180;6678;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITR8078;M. BENZ;OF 1721                                           ;2012-11-07;2012.0;DIESEL
2023-10-31 01:58:47.327180;2135;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8181;M. BENZ;O-500M                                            ;2012-12-26;2012.0;DIESEL
2023-10-31 01:58:47.327180;6632;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0928;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3304;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0955;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;1017;TRANSPORTES COLETIVOS TREVO LTDA;IXC1013;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6408;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1027;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6613;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1203;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3323;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1328;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3313;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1364;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6107;AUTO VIACAO NAVEGANTES LTDA;IXC1769;M. BENZ;O-500M                                            ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;2154;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9287;M. BENZ;O-500M                                            ;2016-02-13;2015.0;DIESEL
2023-10-31 01:58:47.327180;4805;AUTO VIACAO PRESIDENTE VARGAS LTDA;ITV6573;M. BENZ;O-500M                                            ;2012-12-26;2012.0;DIESEL
2023-10-31 01:58:47.327180;853;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6660;VOLVO                                             ;B290R                                             ;2015-02-14;2014.0;DIESEL
2023-10-31 01:58:47.327180;4518;VIACAO ALTO PETROPOLIS LTDA;IOZ6929;M. BENZ;OF 1722M                                          ;2008-08-09;2008.0;DIESEL
2023-10-31 01:58:47.327180;1035;TRANSPORTES COLETIVOS TREVO LTDA;IRL7274;M. BENZ;OF 1722M                                          ;2010-12-21;2010.0;DIESEL
2023-10-31 01:58:47.327180;6601;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL7453;M. BENZ;OF1724                                            ;2013-06-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;6638;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISA7984;M. BENZ;O-500M                                            ;2011-07-01;2011.0;DIESEL
2023-10-31 01:58:47.327180;843;COMPANHIA CARRIS PORTO ALEGRENSE;IWH8021;VOLVO                                             ;B290R                                             ;2015-01-31;2014.0;DIESEL
2023-10-31 01:58:47.327180;4307;VIACAO ESTORIL LTDA;ISN8831;M. BENZ;O-500M                                            ;2011-11-30;2011.0;DIESEL
2023-10-31 01:58:47.327180;6671;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8957;M. BENZ;OF 1722                                           ;2011-10-05;2011.0;DIESEL
2023-10-31 01:58:47.327180;1025;TRANSPORTES COLETIVOS TREVO LTDA;IQK9414;M. BENZ;OF 1722M                                          ;2009-12-30;2009.0;DIESEL
2023-10-31 01:58:47.327180;856;COMPANHIA CARRIS PORTO ALEGRENSE;IWH9705;VOLVO                                             ;B290R                                             ;2015-02-06;2014.0;DIESEL
2023-10-31 01:58:47.327180;866;COMPANHIA CARRIS PORTO ALEGRENSE;IWH9H94;VOLVO                                             ;B290R                                             ;2015-02-06;2014.0;DIESEL
2023-10-31 01:58:47.327180;6415;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0807;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6583;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0837;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3066;SUDESTE TRANSPORTES COLETIVOS LTDA;IQB7369;M. BENZ;O-500M                                            ;2009-09-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;2129;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8177;M. BENZ;O-500M                                            ;2012-12-26;2012.0;DIESEL
2023-10-31 01:58:47.327180;4516;VIACAO ALTO PETROPOLIS LTDA;IQB9067;M. BENZ;O-500M                                            ;2009-09-02;2009.0;DIESEL
2023-10-31 01:58:47.327180;4517;VIACAO ALTO PETROPOLIS LTDA;IQB9440;M. BENZ;O-500M                                            ;2009-09-02;2009.0;DIESEL
2023-10-31 01:58:47.327180;839;COMPANHIA CARRIS PORTO ALEGRENSE;IWH9650;VOLVO                                             ;B290R                                             ;2015-02-05;2014.0;DIESEL
2023-10-31 01:58:47.327180;844;COMPANHIA CARRIS PORTO ALEGRENSE;IWH9780;VOLVO                                             ;B290R                                             ;2015-02-06;2014.0;DIESEL
2023-10-31 01:58:47.327180;2364;VIACAO BELEM NOVO LTDA;IXC0213;M. BENZ;OF 1721                                           ;2016-02-12;2015.0;DIESEL
2023-10-31 01:58:47.327180;2299;VIACAO BELEM NOVO LTDA;IXC0753;M. BENZ;O500MA                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6472;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0831;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6417;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0839;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;2452;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0879;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;1139;TRANSPORTES COLETIVOS TREVO LTDA;IXC0926;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;1155;TRANSPORTES COLETIVOS TREVO LTDA;IXC0941;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;2150;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC0103;M. BENZ;O-500M                                            ;2016-02-12;2015.0;DIESEL
2023-10-31 01:58:47.327180;6407;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0853;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6414;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0896;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6628;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0936;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
