data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2023-10-31 01:58:47.327180;4429;VIACAO ALTO PETROPOLIS LTDA;IQD4650;M. BENZ;O-500M                                            ;2009-09-23;2009.0;DIESEL
2023-10-31 01:58:47.327180;4439;VIACAO ALTO PETROPOLIS LTDA;IRQ4898;M. BENZ;O-500M                                            ;2011-02-25;2010.0;DIESEL
2023-10-31 01:58:47.327180;1189;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5421;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;6739;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5445;M. BENZ;O-500M                                            ;2013-06-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;1006;TRANSPORTES COLETIVOS TREVO LTDA;IPI5788;M. BENZ;OF 1722M                                          ;2008-11-29;2008.0;DIESEL
2023-10-31 01:58:47.327180;669;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5793;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;4501;VIACAO ALTO PETROPOLIS LTDA;ITT6169;M. BENZ;OF 1721                                           ;2012-11-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;4408;VIACAO ALTO PETROPOLIS LTDA;IPG6262;M. BENZ;O-500M                                            ;2008-10-29;2008.0;DIESEL
2023-10-31 01:58:47.327180;3093;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6537;M. BENZ;O-500M                                            ;2010-08-17;2010.0;DIESEL
2023-10-31 01:58:47.327180;6563;NORTRAN TRANSPORTES COLETIVOS LTDA;IUL9521;M. BENZ;O500MA                                            ;2013-06-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;6129;AUTO VIACAO NAVEGANTES LTDA;ITP9658;M. BENZ;OF 1721                                           ;2012-10-16;2012.0;DIESEL
2023-10-31 01:58:47.327180;6633;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0876;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;1001;TRANSPORTES COLETIVOS TREVO LTDA;IXC0977;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3328;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1151;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3332;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1172;M. BENZ;O500 U                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3339;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1339;M. BENZ;O500 U                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;4475;VIACAO ALTO PETROPOLIS LTDA;IXC1419;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6119;AUTO VIACAO NAVEGANTES LTDA;IXC1686;M. BENZ;O-500M                                            ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;1037;TRANSPORTES COLETIVOS TREVO LTDA;IRL7267;M. BENZ;OF 1722M                                          ;2010-12-21;2010.0;DIESEL
2023-10-31 01:58:47.327180;865;COMPANHIA CARRIS PORTO ALEGRENSE;IWI7806;VOLVO                                             ;B290R                                             ;2015-02-19;2014.0;DIESEL
2023-10-31 01:58:47.327180;607;COMPANHIA CARRIS PORTO ALEGRENSE;IPE7956;VOLVO                                             ;B12M                                              ;2008-10-02;2008.0;DIESEL
2023-10-31 01:58:47.327180;859;COMPANHIA CARRIS PORTO ALEGRENSE;IWH8A75;VOLVO                                             ;B290R                                             ;2015-01-31;2014.0;DIESEL
2023-10-31 01:58:47.327180;6809;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITV8078;M. BENZ;O500MA                                            ;2012-12-27;2012.0;DIESEL
2023-10-31 01:58:47.327180;847;COMPANHIA CARRIS PORTO ALEGRENSE;IWO4108;VOLVO                                             ;B290R                                             ;2015-05-29;2014.0;DIESEL
2023-10-31 01:58:47.327180;782;COMPANHIA CARRIS PORTO ALEGRENSE;IRA4263;M. BENZ;O500 U                                            ;2010-08-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;3113;SUDESTE TRANSPORTES COLETIVOS LTDA;ISO4274;M. BENZ;O-500M                                            ;2011-12-09;2011.0;DIESEL
2023-10-31 01:58:47.327180;6126;AUTO VIACAO NAVEGANTES LTDA;ISL4459;M. BENZ;OF 1722                                           ;2011-11-08;2011.0;DIESEL
2023-10-31 01:58:47.327180;6102;AUTO VIACAO NAVEGANTES LTDA;ISL4498;M. BENZ;OF 1722                                           ;2011-11-08;2011.0;DIESEL
2023-10-31 01:58:47.327180;6718;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5421;M. BENZ;O-500M                                            ;2011-06-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;1202;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5422;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;6749;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5433;M. BENZ;O-500M                                            ;2013-06-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;6117;AUTO VIACAO NAVEGANTES LTDA;ISR5645;M. BENZ;O-500M                                            ;2012-01-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;2062;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRM5744;M. BENZ;OF 1722M                                          ;2010-12-29;2010.0;DIESEL
2023-10-31 01:58:47.327180;700;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5H62;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;4427;VIACAO ALTO PETROPOLIS LTDA;IPG5805;M. BENZ;O-500M                                            ;2008-10-29;2008.0;DIESEL
2023-10-31 01:58:47.327180;4490;VIACAO ALTO PETROPOLIS LTDA;ITT6141;M. BENZ;O-500M                                            ;2012-11-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;4486;VIACAO ALTO PETROPOLIS LTDA;IRN0360;M. BENZ;OF 1722M                                          ;2011-01-11;2010.0;DIESEL
2023-10-31 01:58:47.327180;612;COMPANHIA CARRIS PORTO ALEGRENSE;IPI0826;VOLVO                                             ;B12M                                              ;2008-11-24;2008.0;DIESEL
2023-10-31 01:58:47.327180;704;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0925;VOLVO                                             ;B7R                                               ;2010-02-05;2009.0;DIESEL
2023-10-31 01:58:47.327180;714;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0970;VOLVO                                             ;B7R                                               ;2010-02-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;6582;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1497;M. BENZ;O-500M                                            ;2012-01-10;2011.0;DIESEL
2023-10-31 01:58:47.327180;2200;VIACAO TERESOPOLIS CAVALHADA LTDA;ISM2791;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;761;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3834;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;752;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3864;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;3133;SUDESTE TRANSPORTES COLETIVOS LTDA;IUB3971;VW                                       ;17230                                             ;2013-02-23;2012.0;DIESEL
2023-10-31 01:58:47.327180;2199;VIACAO TERESOPOLIS CAVALHADA LTDA;ISF4069;M. BENZ;OF 1722                                           ;2011-08-25;2011.0;DIESEL
2023-10-31 01:58:47.327180;2464;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ4C81;M. BENZ;OF 1722M                                          ;2009-12-11;2009.0;DIESEL
2023-10-31 01:58:47.327180;6614;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUS0364;M. BENZ;O-500M                                            ;2013-09-11;2012.0;DIESEL
2023-10-31 01:58:47.327180;3127;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV0897;M. BENZ;O-500M                                            ;2012-12-08;2012.0;DIESEL
2023-10-31 01:58:47.327180;1097;TRANSPORTES COLETIVOS TREVO LTDA;ISM2645;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;4521;VIACAO ALTO PETROPOLIS LTDA;IQU3093;M. BENZ;O-500M                                            ;2010-05-15;2010.0;DIESEL
2023-10-31 01:58:47.327180;4022;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;ISX3097;M. BENZ;OH 1622                                           ;2012-03-23;2011.0;DIESEL
2023-10-31 01:58:47.327180;801;COMPANHIA CARRIS PORTO ALEGRENSE;ISW3588;M. BENZ;O500MA                                            ;2010-12-31;2010.0;DIESEL
2023-10-31 01:58:47.327180;2308;VIACAO BELEM NOVO LTDA;IRI3736;M. BENZ;OF 1722M                                          ;2010-11-23;2010.0;DIESEL
2023-10-31 01:58:47.327180;751;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3I50;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;749;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3I66;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;763;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3890;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;4442;VIACAO ALTO PETROPOLIS LTDA;IQD4694;M. BENZ;O-500M                                            ;2009-09-23;2009.0;DIESEL
2023-10-31 01:58:47.327180;4460;VIACAO ALTO PETROPOLIS LTDA;IQD4712;M. BENZ;O-500M                                            ;2009-09-23;2009.0;DIESEL
2023-10-31 01:58:47.327180;3130;SUDESTE TRANSPORTES COLETIVOS LTDA;ITW5268;M. BENZ;O-500M                                            ;2012-12-21;2012.0;DIESEL
2023-10-31 01:58:47.327180;2057;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRM5733;M. BENZ;OF 1722M                                          ;2010-12-30;2010.0;DIESEL
2023-10-31 01:58:47.327180;679;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5755;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;693;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5846;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;687;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5865;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;6803;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISX6343;M. BENZ;OF 1722                                           ;2012-03-23;2011.0;DIESEL
2023-10-31 01:58:47.327180;1040;TRANSPORTES COLETIVOS TREVO LTDA;IQK9495;M. BENZ;OF 1722M                                          ;2009-12-30;2009.0;DIESEL
2023-10-31 01:58:47.327180;2316;VIACAO BELEM NOVO LTDA;IXC0292;M. BENZ;OF 1721                                           ;2016-02-12;2015.0;DIESEL
2023-10-31 01:58:47.327180;6410;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0826;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;1109;TRANSPORTES COLETIVOS TREVO LTDA;IXC0940;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3325;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1097;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6606;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1176;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6684;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1184;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3124;SUDESTE TRANSPORTES COLETIVOS LTDA;IUB4007;VW                                       ;17230                                             ;2013-02-23;2012.0;DIESEL
2023-10-31 01:58:47.327180;2202;VIACAO TERESOPOLIS CAVALHADA LTDA;ISG4306;M. BENZ;OF 1722                                           ;2011-09-06;2011.0;DIESEL
2023-10-31 01:58:47.327180;1211;TRANSPORTES COLETIVOS TREVO LTDA;ISA6A47;M. BENZ;O500MA                                            ;2011-06-28;2010.0;DIESEL
2023-10-31 01:58:47.327180;1169;TRANSPORTES COLETIVOS TREVO LTDA;ISA6063;M. BENZ;O500MA                                            ;2011-06-28;2010.0;DIESEL
2023-10-31 01:58:47.327180;4492;VIACAO ALTO PETROPOLIS LTDA;ITT6122;M. BENZ;O-500M                                            ;2012-11-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;4497;VIACAO ALTO PETROPOLIS LTDA;ITT6192;M. BENZ;OF 1721                                           ;2012-11-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;6801;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISX6329;M. BENZ;OF 1722                                           ;2012-03-23;2011.0;DIESEL
2023-10-31 01:58:47.327180;1010;TRANSPORTES COLETIVOS TREVO LTDA;IRL7268;M. BENZ;OF 1722M                                          ;2010-12-23;2010.0;DIESEL
2023-10-31 01:58:47.327180;825;COMPANHIA CARRIS PORTO ALEGRENSE;IWI7553;VOLVO                                             ;B340MA                                            ;2015-02-19;2014.0;DIESEL
2023-10-31 01:58:47.327180;840;COMPANHIA CARRIS PORTO ALEGRENSE;IWH8035;VOLVO                                             ;B290R                                             ;2015-01-31;2014.0;DIESEL
2023-10-31 01:58:47.327180;2034;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8241;M. BENZ;O-500M                                            ;2011-12-29;2011.0;DIESEL
2023-10-31 01:58:47.327180;815;COMPANHIA CARRIS PORTO ALEGRENSE;ITX4360;VOLVO                                             ;B340M                                             ;2012-12-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;2306;VIACAO BELEM NOVO LTDA;ITG4971;M. BENZ;OF 1722                                           ;2011-12-31;2011.0;DIESEL
2023-10-31 01:58:47.327180;1045;TRANSPORTES COLETIVOS TREVO LTDA;ISP5247;M. BENZ;O500MA                                            ;2011-12-15;2011.0;DIESEL
2023-10-31 01:58:47.327180;3144;SUDESTE TRANSPORTES COLETIVOS LTDA;ITW5258;M. BENZ;O500MA                                            ;2012-12-21;2012.0;DIESEL
2023-10-31 01:58:47.327180;1041;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5376;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;1042;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5383;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;1161;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5416;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;791;COMPANHIA CARRIS PORTO ALEGRENSE;ISY5470;M. BENZ;O-500M                                            ;2012-04-11;2011.0;DIESEL
2023-10-31 01:58:47.327180;799;COMPANHIA CARRIS PORTO ALEGRENSE;ISX5480;M. BENZ;O500MA                                            ;2012-12-31;2010.0;DIESEL
2023-10-31 01:58:47.327180;4866;AUTO VIACAO PRESIDENTE VARGAS LTDA;ITT5785;M. BENZ;OF 1721                                           ;2012-11-24;2012.0;DIESEL
2023-10-31 01:58:47.327180;4426;VIACAO ALTO PETROPOLIS LTDA;IPG5816;M. BENZ;O-500M                                            ;2008-10-29;2008.0;DIESEL
2023-10-31 01:58:47.327180;4499;VIACAO ALTO PETROPOLIS LTDA;ITT6181;M. BENZ;OF 1721                                           ;2012-11-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;616;COMPANHIA CARRIS PORTO ALEGRENSE;IPI0817;VOLVO                                             ;B12M                                              ;2008-11-24;2008.0;DIESEL
2023-10-31 01:58:47.327180;1007;TRANSPORTES COLETIVOS TREVO LTDA;IQJ0834;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;2326;VIACAO BELEM NOVO LTDA;ISO1180;M. BENZ;OF 1722                                           ;2011-12-04;2011.0;DIESEL
2023-10-31 01:58:47.327180;845;COMPANHIA CARRIS PORTO ALEGRENSE;IWI2106;VOLVO                                             ;B290R                                             ;2015-02-05;2014.0;DIESEL
2023-10-31 01:58:47.327180;2180;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2228;M. BENZ;OF 1722                                           ;2011-10-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;1039;TRANSPORTES COLETIVOS TREVO LTDA;ISM2637;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;1159;TRANSPORTES COLETIVOS TREVO LTDA;ISM2649;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;3068;SUDESTE TRANSPORTES COLETIVOS LTDA;IQC2890;M. BENZ;O-500M                                            ;2009-09-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;2183;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK3404;M. BENZ;OF 1722                                           ;2011-10-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;846;COMPANHIA CARRIS PORTO ALEGRENSE;IWO4085;VOLVO                                             ;B290R                                             ;2015-05-29;2014.0;DIESEL
2023-10-31 01:58:47.327180;6103;AUTO VIACAO NAVEGANTES LTDA;;;;;;
2023-10-31 01:58:47.327180;2371;VIACAO BELEM NOVO LTDA;ISO1285;M. BENZ;OF 1722                                           ;2011-12-04;2011.0;DIESEL
2023-10-31 01:58:47.327180;2101;VIACAO TERESOPOLIS CAVALHADA LTDA;IRO1381;M. BENZ;OF 1722M                                          ;2011-01-22;2010.0;DIESEL
2023-10-31 01:58:47.327180;6703;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN2043;M. BENZ;O-500M                                            ;2011-11-25;2011.0;DIESEL
2023-10-31 01:58:47.327180;1150;TRANSPORTES COLETIVOS TREVO LTDA;ISM2647;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;2396;VIACAO BELEM NOVO LTDA;ISP2969;M. BENZ;O500MA                                            ;2011-12-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;4522;VIACAO ALTO PETROPOLIS LTDA;IQU3059;M. BENZ;O-500M                                            ;2010-05-15;2010.0;DIESEL
2023-10-31 01:58:47.327180;2226;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK3410;M. BENZ;OF 1722                                           ;2011-10-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;737;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3886;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;717;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3901;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
